id,sender_id,receiver_id,amount,start_time
301,5126,2822,100102,297959
302,2823,4999,99778,298695
303,2496,1545,100342,300527
304,773,4377,100535,300719
305,1040,2293,99342,300974
306,2341,1036,98922,303065
307,379,5758,101210,303350
308,690,5670,101407,303464
309,2116,5260,99289,304093
310,5391,1112,99822,305108
311,2412,5240,98740,307726
312,173,5234,100850,307918
313,4016,3543,100209,308550
314,5236,4145,98810,309211
315,2702,286,100640,309555
316,4992,5831,99821,311308
317,5216,3000,98273,314184
318,4445,602,100886,314390
319,1731,5310,98114,315128
320,3705,6005,101176,316149
321,567,2694,100709,316264
322,972,3740,100066,316923
323,4437,3003,100276,317306
324,1158,2257,100451,319010
325,3444,5444,100305,320027
326,1901,2313,100075,320854
327,2967,5745,101558,322832
328,248,4203,100620,323566
329,1070,2792,101465,325207
330,769,3353,100319,325401
331,1943,2611,101419,325677
332,4888,5288,99492,326540
333,2845,4329,99446,328683
334,1573,833,99979,329112
335,4539,4032,99581,329342
336,5387,5345,98485,329663
337,3145,5066,99851,329866
338,4019,2476,100001,331781
339,1598,5606,98182,332457
340,1179,3179,101763,333000
341,829,5755,99703,333162
342,5790,5596,99398,333857
343,1050,1694,98757,336974
344,2695,41,99267,337716
345,4210,3266,99349,342644
346,1010,4441,100334,344431
347,4175,4250,100288,345577
348,4210,3754,99605,346751
349,5605,3733,101821,346911
350,917,2992,100267,349930
351,5002,2426,100443,352352
352,5768,1377,100318,352491
353,2812,3008,98834,354583
354,302,2388,100259,354892
355,3340,322,99997,354967
356,4685,3145,98023,355112
357,4680,2333,99735,355227
358,3167,1771,99551,357039
359,1833,1296,99535,357867
360,722,5356,99620,357950
361,4676,2338,99840,358075
362,2469,1267,99962,361912
363,4715,25,100244,363031
364,4515,2008,101341,363400
365,4718,4790,101347,364201
366,4810,1156,99920,366300
367,5585,3644,99557,368544
368,3115,2979,101633,371577
369,814,2669,100436,371706
370,3440,2468,98629,371754
371,3523,5168,101458,374572
372,3314,5479,99083,376392
373,1634,5404,97309,377439
374,616,4989,100406,379443
375,1241,1485,99428,380075
376,3864,3931,98567,380442
377,2469,5366,100529,380675
378,5269,5344,100709,382500
379,4150,3644,101143,382896
380,4192,1637,99866,385040
381,1049,1020,100906,386266
382,194,2320,99679,387937
383,4936,1267,100952,388658
384,4728,4856,98491,393394
385,1481,2846,99884,393681
386,5173,3920,99711,394740
387,4284,4835,99870,394830
388,3840,3449,99916,395724
389,5270,1172,99926,396353
390,2049,3295,100893,399750
391,5020,3290,99705,399826
392,1090,2475,100819,401783
393,5398,4029,97765,402325
394,656,3052,100620,402529
395,4802,1322,98177,404296
396,4404,4354,97215,407678
397,4842,3910,99634,408424
398,1675,5930,101182,408484
399,2422,1609,98955,408625
400,3747,1965,98994,413038
401,5966,4912,99499,413159
402,446,803,99957,413907
403,2347,3841,100625,414612
404,5421,4412,98945,414792
405,3230,1578,99879,415036
406,4415,1704,101848,416403
407,4105,614,100638,417616
408,1336,3038,101250,418019
409,3685,1932,100736,419184
410,2387,4365,100806,419354
411,1625,4395,99234,420114
412,3721,2582,99986,421003
413,946,1198,102493,421173
414,4159,366,100928,423943
415,1443,2041,100366,424395
416,4290,488,99563,426067
417,1202,1104,99746,427131
418,1981,959,100587,427992
419,311,3696,99821,428470
420,5774,1084,101161,431698
421,5570,1211,100279,432651
422,1402,2888,99540,432757
423,5488,616,98545,435553
424,1869,370,101123,436006
425,2265,881,100345,436610
426,5587,1840,99317,438425
427,3020,5328,99115,439278
428,1276,2426,100852,441296
429,3552,4884,100716,442228
430,4721,5294,98619,444560
431,2383,535,101536,445416
432,2292,3567,99342,446724
433,4845,5654,97388,447090
434,2292,135,99201,447304
435,4264,2145,99795,447781
436,1605,2990,99779,449725
437,828,4322,98171,449748
438,1027,4118,99533,450111
439,680,174,99866,454230
440,1175,3190,102387,456509
441,540,2299,99055,458099
442,3613,1413,98199,458569
443,342,603,100868,459156
444,5314,119,100767,459202
445,496,5312,102376,461387
446,3965,3667,98737,462801
447,2414,2288,100441,462844
448,140,4879,98957,463074
449,1899,1229,100604,463451
450,2997,713,100448,464682
451,4505,2419,101725,466840
452,2798,2491,101611,466891
453,3788,883,99926,467069
454,4555,1830,98475,468332
455,2052,1624,98481,468554
456,2556,2133,99277,469774
457,4449,215,99815,470881
458,5639,5546,102267,471965
459,1182,1726,100157,473222
460,2637,3587,99864,474010
461,3883,5012,99391,477795
462,967,2317,100009,478271
463,5750,5869,98754,479819
464,4139,2299,98415,480166
465,4080,569,99792,483283
466,5762,3442,101677,483637
467,3447,3397,102009,483694
468,3692,4777,99315,483708
469,3121,1143,100416,484382
470,2706,3330,99173,485293
471,5452,3307,100066,485647
472,1026,966,100325,485679
473,2097,2632,100279,485974
474,15,725,99483,486454
475,5380,1818,98956,487855
476,1611,3286,99816,488323
477,474,2236,100842,489582
478,876,3213,98536,491054
479,463,760,99174,491542
480,1614,2524,101207,491933
481,5952,53,98797,492607
482,1167,196,100658,492904
483,3553,4848,100519,493745
484,3870,299,100641,493923
485,138,3250,99810,494985
486,4414,1671,100284,495224
487,2568,1545,102341,495740
488,2909,4259,98683,496024
489,1360,1882,99066,497013
490,5227,2236,99670,498568
491,2636,807,100167,498750
492,434,2878,100958,499328
493,4571,1797,98400,499558
494,5820,3368,100717,499588
495,2146,5685,101062,501462
496,723,5519,98893,501485
497,1701,5146,98893,502174
498,3012,4343,99202,502270
499,5226,1084,98691,502327
500,5055,1142,101766,503195
501,5354,1888,97776,503895
502,788,2398,100522,506258
503,3935,2908,99465,506681
504,5105,5292,97890,507085
505,4756,1261,99851,507362
506,5548,5686,99736,507930
507,5678,5931,100952,508051
508,3214,4292,101160,508051
509,3385,1263,99332,508227
510,3504,688,100562,509761
511,1282,3107,100483,510303
512,3777,1562,99834,510327
513,3293,1268,99479,510909
514,3579,4905,100420,511542
515,3959,3517,100483,512838
516,5413,2148,100508,515016
517,2253,3430,101896,515575
518,5815,4330,99870,516542
519,1530,5995,100313,516810
520,276,2641,99109,518117
521,2796,583,99819,518925
522,2252,4917,99398,519417
523,2305,609,99392,521118
524,1996,5819,99403,522918
525,5299,425,99618,524822
526,5456,2719,99363,524922
527,691,2521,99288,527660
528,5050,4810,99823,529621
529,2083,790,99371,531392
530,3015,3682,99672,531613
531,4680,1117,100202,531762
532,1484,4698,99591,532691
533,2396,1595,100908,532785
534,5248,1005,100507,533191
535,1984,913,101964,534168
536,1763,2018,100465,534322
537,3845,3699,98705,537402
538,927,476,99919,537899
539,570,2894,98600,538159
540,4906,2185,100469,538512
541,2483,2902,99080,544052
542,3979,3035,98616,544249
543,987,1401,98822,544483
544,2573,984,100190,545681
545,4658,3089,98864,545788
546,3400,4853,100403,546556
547,4359,1166,99681,547816
548,112,3094,101933,548013
549,2328,4888,99632,548151
550,2807,1695,100709,549184
551,1303,4024,100862,549413
552,5470,5169,99933,549669
553,3840,5222,100684,549715
554,224,1798,98377,550230
555,2635,449,98977,552916
556,1750,4486,100337,554937
557,5688,2166,99398,555787
558,762,4532,100687,556300
559,2455,5252,100822,556617
560,4432,800,100742,556654
561,22,5617,100084,559407
562,2271,5303,100748,560099
563,87,1791,99801,560178
564,301,826,101114,560302
565,4597,4865,99034,561054
566,1678,5140,99856,561373
567,4001,2088,101730,561900
568,629,5525,101555,561903
569,35,4447,100646,562318
570,2535,1123,100297,562578
571,4811,3837,100731,563199
572,3335,2139,98497,565013
573,74,4243,101549,566416
574,57,5098,99770,567796
575,2344,5144,100934,569279
576,2114,1371,99525,571448
577,2532,4707,99910,572560
578,546,5858,99923,574430
579,2309,4619,100354,575089
580,1314,1766,100008,575191
581,2124,1118,102114,575843
582,4677,733,99794,575876
583,4675,850,100055,576793
584,2244,669,99399,577344
585,2948,3924,100424,577667
586,1280,1088,99093,578849
587,4927,389,100600,579507
588,4147,3775,100504,580601
589,2905,244,99304,581071
590,4294,1227,99295,581712
591,4029,2859,100346,583543
592,2968,5607,99969,584623
593,5696,582,99861,586700
594,3421,3285,100161,587883
595,815,3716,100225,589503
596,3728,2632,101046,590027
597,2368,4134,101081,590042
598,3032,4431,100470,590789
599,1630,5660,101258,594190
600,2257,694,100920,594950
601,3789,3561,99423,595957
602,2935,3453,100562,596471
603,5064,2921,100307,596585
604,2987,2220,100120,598363
605,5411,1977,100332,599591
606,2499,904,101303,599748
607,1325,5917,99919,601060
608,284,578,99162,601701
609,3218,1982,99753,603800
610,3872,1919,99162,606993
611,2827,3765,100883,607118
612,5025,2666,99401,607560
613,2557,1140,98959,608023
614,3365,2248,101622,608902
615,3236,1929,102702,608958
616,1092,3766,100230,609586
617,4064,1684,100381,609990
618,935,3606,101364,611238
619,1143,2123,100550,611636
620,2002,1214,98525,613029
621,4535,5116,101570,613123
622,1724,3885,99958,613723
623,1545,5270,98419,614389
624,5957,4822,98909,614471
625,685,146,98057,619384
626,1163,2977,100373,620591
627,1861,4344,99677,623283
628,2401,1894,100740,624389
629,1274,3306,101568,625610
630,1886,812,99946,625810
631,5480,3806,100432,626223
632,2475,696,100848,630560
633,2330,1229,99130,635525
634,4250,4803,98642,635892
635,3404,388,98824,637566
636,4299,2315,101627,637620
637,1002,2779,99985,637685
638,1357,3671,100686,638909
639,4006,3286,99921,641794
640,5050,493,98914,644293
641,669,5355,99117,644608
642,3822,618,98185,644903
643,462,4818,99607,644968
644,828,3335,100284,645734
645,4396,3981,101874,648639
646,269,2809,100404,650203
647,2212,5511,99187,650371
648,273,1658,99001,651336
649,4168,2967,98171,651598
650,687,4420,100687,655800
651,4383,3747,98669,658348
652,1737,5031,99549,660526
653,4171,5522,100949,660744
654,5492,839,99434,663493
655,4585,4437,100962,665027
656,1784,5271,99444,666277
657,2905,4988,100163,668515
658,3724,1675,100690,670132
659,2517,4238,98863,670585
660,1121,152,100325,671967
661,462,2160,100276,672307
662,3179,1167,101224,672442
663,1637,2400,99811,672915
664,1089,21,100467,673307
665,172,2544,99886,674074
666,5164,5481,99751,675490
667,2319,2160,98232,675818
668,4009,4994,100845,677299
669,2260,5617,100931,677593
670,5759,5618,99315,678276
671,1679,4010,99489,678373
672,387,5492,99605,678382
673,5477,496,99123,680549
674,2356,4468,99990,682151
675,3315,4119,101468,682331
676,1950,421,101476,682636
677,1795,2773,99520,682730
678,4671,1717,99151,683765
679,3939,4268,100802,683937
680,4273,3991,99009,684460
681,3164,3554,98463,685652
682,594,2402,100881,685976
683,5614,2769,98549,686713
684,1868,47,101484,687850
685,5305,4302,98890,690768
686,3085,2768,101179,695662
687,1174,1998,100758,698525
688,2368,3204,99304,699299
689,3998,4652,100167,702336
690,847,3125,99698,705230
691,2776,4914,100518,706565
692,4670,3148,98500,706638
693,4532,5174,99734,707533
694,3376,1463,100939,707616
695,3722,2889,99800,709594
696,4010,4439,99241,711041
697,4728,2578,100033,712346
698,2914,4112,100257,713501
699,5723,5605,99829,713603
700,5598,3764,100182,714719
701,1042,2963,100063,714993
702,790,1854,100298,715733
703,5898,174,100062,716841
704,1572,5736,100630,718656
705,1952,3984,100578,719018
706,2470,469,100210,719522
707,1698,5729,100295,720496
708,5766,4703,99903,722955
709,2986,2366,98824,723166
710,3680,1019,98600,723290
711,1894,3727,99959,726997
712,5811,1603,98812,727476
713,3597,3425,101584,731153
714,419,5194,99476,731176
715,4983,1895,99122,731481
716,2377,2920,101348,732018
717,3128,2003,103201,739610
718,5675,164,99998,740091
719,1542,1588,99364,740821
720,5551,2266,99479,742638
721,4742,4161,101319,743067
722,2800,1923,100023,744138
723,4376,4677,100352,745148
724,4992,5724,100939,747519
725,1310,3820,101776,747548
726,3920,2597,100058,747699
727,2133,2454,99696,750164
728,1024,3551,98693,751659
729,3583,5260,100896,754430
730,1995,1851,99757,754433
731,5143,2597,99690,754919
732,5219,55,101041,755829
733,297,3264,100568,755867
734,3777,1465,99608,756558
735,307,4880,98598,760056
736,1408,5105,100820,760508
737,1313,4680,99064,761505
738,4944,116,101503,762387
739,5418,3717,98926,762408
740,5289,2451,98682,762884
741,3625,1736,100861,765787
742,2092,665,99980,766772
743,2630,5278,101005,768931
744,1418,4239,99964,770397
745,240,3510,99290,772833
746,2158,2935,98892,774326
747,1061,4954,100716,777617
748,3368,3397,102391,777742
749,2319,5729,99373,777920
750,736,3481,101105,778014
751,1983,5413,100144,778043
752,5079,4098,99521,778267
753,2833,612,100355,778816
754,5730,939,101116,779640
755,2378,5841,100825,780549
756,493,3682,98772,780570
757,5738,615,99170,781421
758,4544,1783,98411,781502
759,293,2856,99826,781776
760,836,1384,100903,782264
761,1886,2809,99461,783012
762,4194,1943,100579,784595
763,1660,1413,100287,786111
764,916,5682,100658,786978
765,5560,2206,100331,788596
766,1850,3787,99636,789193
767,5471,3613,100119,791655
768,3825,4176,100137,792202
769,2677,2727,101140,793152
770,2199,5233,99807,793564
771,4550,2453,99321,794473
772,4238,3570,99086,795028
773,5637,1099,100244,796291
774,4481,1712,101488,797118
775,973,3414,98043,798219
776,4905,3273,101762,800675
777,4677,1655,100956,801779
778,99,499,99618,801911
779,5729,5808,98683,802138
780,5484,3405,98769,802307
781,2768,316,100792,802317
782,254,4961,99803,803882
783,3991,1280,97852,805964
784,1251,5363,101501,806513
785,1830,2136,100988,810097
786,4317,829,99845,810291
787,2458,2038,98828,814853
788,5590,5345,99804,814898
789,3715,5079,99711,815361
790,3942,3390,99012,816889
791,4376,3881,98782,817529
792,384,4811,101527,820244
793,3623,4800,99548,820585
794,3636,5009,100028,821739
795,184,3578,100157,821782
796,594,1804,99987,821803
797,631,4535,98367,822743
798,1540,2051,99490,823163
799,899,807,99701,823625
800,875,37,101491,824250
801,3805,2609,99770,824403
802,3998,950,99985,825658
803,737,4169,98831,826890
804,3899,2953,100776,827633
805,2252,3813,100625,828235
806,4759,4260,100637,828762
807,195,3265,100583,829088
808,2264,4540,99430,829420
809,831,4554,97658,829997
810,5497,3897,100487,830566
811,427,3401,100249,832030
812,2726,5284,99762,832284
813,1061,5268,100648,832776
814,4853,4470,99899,832887
815,4438,1589,101401,838161
816,5307,447,101079,838343
817,622,1159,102789,838868
818,1870,1922,98937,839584
819,3200,2692,100297,840951
820,4884,4669,98981,841589
821,1746,2707,98676,844300
822,600,2609,100009,844759
823,3025,482,101955,845860
824,352,1320,99658,846238
825,4461,5897,100760,846354
826,2902,176,100498,846366
827,1345,1166,99941,846563
828,4814,1657,100852,847419
829,4662,1569,100958,847820
830,3753,664,101156,849550
831,5054,3225,100393,850006
832,3088,4780,101040,851178
833,1603,5983,100704,851584
834,1635,3744,98363,852191
835,2417,3801,100378,854266
836,4014,4839,101386,856043
837,4630,2577,100771,856628
838,2994,2110,100181,859309
839,4958,1330,102549,859549
840,2562,3454,100542,859629
841,1498,3082,98444,860403
842,4513,2621,99511,860541
843,1327,871,101365,860701
844,5633,84,99411,861298
845,4654,2203,99469,861495
846,65,3840,101373,863561
847,269,5224,99361,864544
848,1856,4228,99954,866366
849,5753,5921,98488,867617
850,2693,874,100391,868148
851,5082,4759,99615,868758
852,3025,2082,100197,869868
853,747,133,99524,870422
854,1958,5994,97974,870647
855,3677,4535,100396,871422
856,1146,93,101864,872500
857,5527,3160,99581,875374
858,4139,1064,100361,878389
859,5169,1877,99017,878457
860,4060,1535,97573,878768
861,2080,2282,100571,879942
862,1559,5683,100694,880708
863,3811,175,100762,882122
864,4125,588,101392,883158
865,1674,2270,100206,883302
866,2016,4300,101677,883484
867,208,3956,100944,883516
868,5198,1068,100475,883824
869,5703,5574,101716,884234
870,2387,407,99651,884741
871,2351,5834,99170,885364
872,697,2638,100210,887190
873,1534,1616,101142,889052
874,4020,1894,100392,890282
875,555,834,100141,891856
876,1377,3033,100354,892091
877,1321,3847,100692,892871
878,1424,5451,98497,893663
879,5588,4660,99495,894165
880,1934,2085,99804,894352
881,5640,4152,99297,895871
882,3407,4071,98862,897355
883,1255,4831,99257,897615
884,2370,2028,100032,898473
885,3452,1350,99623,898673
886,5535,3394,100520,899639
887,3805,1234,99580,900086
888,333,2575,99498,900419
889,2798,5452,99780,900609
890,1361,4130,100667,903153
891,1662,3002,100168,903603
892,5207,5510,99571,904703
893,2870,3389,100358,906007
894,1320,4304,100033,906094
895,3267,3807,99586,907577
896,5021,2187,99709,909680
897,4679,3005,100729,910000
898,4980,1157,102011,910307
899,4002,1785,99934,910807
900,2681,49,100701,911964
901,2217,4705,99101,912616
902,2983,957,98921,913315
903,5975,5003,101203,914971
904,5668,2021,98878,915613
905,4925,3408,98858,916489
906,4277,1562,99926,917405
907,3789,2530,100420,917799
908,3140,4067,100725,918126
909,1086,4059,99766,918426
910,2880,5741,99870,918446
911,1980,5127,100606,919411
912,2518,1342,100506,920450
913,3825,1157,98920,920867
914,3064,4047,101011,922028
915,3292,2651,100808,922050
916,3834,5543,99953,922593
917,1829,1643,100524,925990
918,3560,4801,100231,926530
919,4572,4227,99501,934518
920,2924,5085,101377,934590
921,3110,3197,98923,935259
922,3391,1636,101646,936372
923,5704,1320,99548,937323
924,4334,5089,100688,939245
925,2602,5229,99541,939271
926,4349,1554,99367,939939
927,3565,1856,100074,941786
928,254,1099,99254,942223
929,5725,5422,98563,942259
930,5604,3920,101954,942766
931,1655,4688,101055,943068
932,1751,3422,99807,946527
933,5947,4005,99838,946645
934,313,5432,102140,948351
935,4512,1604,99312,948853
936,243,4990,100144,948877
937,3620,3449,100249,949930
938,4646,1532,100145,950131
939,4995,4746,99370,950376
940,1714,2913,101573,950620
941,4559,165,98291,950694
942,2104,1939,100167,953487
943,3387,718,99278,957876
944,4864,3256,100453,959136
945,213,4157,100231,960270
946,2391,2106,101119,965184
947,5954,4850,100979,965574
948,1747,5828,101860,965851
949,3597,4724,100285,967033
950,1234,5887,98768,967096
951,1683,4952,99784,967346
952,794,5453,100310,968060
953,3292,1951,101091,971179
954,5857,605,99208,972364
955,3853,4720,100884,973159
956,4703,5951,101746,973801
957,3913,888,98063,974322
958,5303,2512,100690,975106
959,5325,1023,102397,975327
960,4963,1461,100807,975638
961,5941,2156,100745,975641
962,2380,5500,98417,976073
963,138,2234,101275,976249
964,1360,4498,100139,977032
965,5378,1592,102609,977407
966,2272,1891,99965,977690
967,3671,5265,97934,977733
968,5754,894,99255,978461
969,3598,890,98427,978951
970,3239,2810,98121,980517
971,1553,5225,98780,981834
972,908,2208,100724,981841
973,2167,4683,99244,985379
974,5779,5776,100037,985779
975,1110,3465,100139,986596
976,2026,3284,99390,987516
977,2873,12,100731,987987
978,502,362,101130,989179
979,1095,5446,100378,991284
980,4317,3663,101118,992623
981,4968,1351,101301,995804
982,1408,2430,98537,996282
983,2250,4819,99967,996363
984,5897,572,99521,996614
985,4999,5127,101294,996994
986,5750,5322,98758,997864
987,4597,1303,100329,998278
988,5516,1232,99853,999717
989,678,2957,100646,999717
990,3953,412,100854,999851
991,2986,2866,99636,999929
992,1005,1501,100362,999996
993,4872,2147,98257,1001003
994,628,4030,100716,1001283
995,3764,1977,99370,1001599
996,5492,4509,100619,1003158
997,3483,2441,99740,1005148
998,2009,5611,99584,1005539
999,3941,3797,99146,1006517
1000,4486,303,100270,1007813
1001,2592,1826,100451,1007890
1002,1852,3470,98149,1011616
1003,1351,4632,100911,1011758
1004,2553,4677,101064,1013290
1005,2886,1076,99565,1013758
1006,4397,3699,99156,1014657
1007,4669,4897,100459,1017496
1008,5012,213,99781,1017662
1009,4088,144,99357,1019466
1010,943,756,101380,1019651
1011,3050,1426,100778,1022591
1012,3108,2721,98780,1024584
1013,4480,5274,101676,1026124
1014,3308,3769,100119,1027139
1015,2386,4314,102043,1027209
