id,sender_id,receiver_id,amount,start_time,end_time,mpp,is_success,no_balance_count,offline_node_count,timeout_exp,attempts,route,total_fee
57,5498,313,100771,66457,67251,0,1,0,0,0,1,54244-55746-51555-1033,9
58,2885,1334,101282,66991,67586,0,1,0,0,0,1,24869-8008-8425,1
59,4428,3627,100413,70584,70784,0,1,0,0,0,1,58830,0
60,5038,2462,100474,71095,71693,0,1,0,0,0,1,58743-32816-20281,1051
61,4435,4771,100514,72535,73132,0,1,0,0,0,1,43698-48359-47794,1000
62,1576,5588,98634,74683,75082,0,1,0,0,0,1,11457-54984,98
63,3657,5212,99814,75413,76011,0,1,0,0,0,1,60422-52095-51302,1001
64,5977,3576,99859,75596,76191,0,1,0,0,0,1,60405-28384-31239,2009
65,3557,4555,99516,77309,77904,0,1,0,0,0,1,30986-52685-47043,1
66,4237,556,98691,77319,77922,0,1,0,0,0,1,39545-5155-22600,1000
67,1325,4653,101445,79813,80412,0,1,0,0,0,1,8276-21921-46033,3
68,898,5955,100067,81248,82042,0,1,0,0,0,1,5080-11516-52095-60111,1001
69,5528,1343,98641,81255,82053,0,1,0,0,0,1,54417-51630-51555-8455,1000
70,2743,3934,99313,82094,82892,0,1,0,0,0,1,23371-23429-58693-36750,1219
71,2981,5086,99475,83797,84791,0,1,0,0,0,1,25827-32108-15634-50256-50279,1093
72,2597,2202,99917,84260,84855,0,1,0,0,0,1,21796-9463-17829,1001
73,1183,243,100043,85263,85662,0,1,0,0,0,1,7336-7225,60
74,2710,2874,99117,85738,86531,0,1,0,0,0,1,22847-26992-27011-24689,1003
75,1594,5049,99865,87943,88740,0,1,0,0,0,1,11644-1031-28735-49824,2001
76,3379,4301,99462,88563,89163,0,1,0,0,0,1,29048-23574-58373,0
77,1475,3745,100661,89190,89589,0,1,0,0,0,1,52677-52408,0
78,2292,4583,100147,89506,90101,0,1,0,0,0,1,18751-9518-45358,2
79,3309,1496,99417,89828,90422,0,1,0,0,0,1,28773-23574-40996,0
80,4632,101,99506,89964,90362,0,1,0,0,0,1,47257-3027,99
81,282,3994,99873,90348,90743,0,1,0,0,0,1,7308-36453,1
82,4010,2661,99002,90712,91109,0,1,0,0,0,1,41837-33924,0
83,1809,1208,98513,91352,91947,0,1,0,0,0,1,13540-7610-7521,3
84,720,4229,100088,91614,92211,0,1,0,0,0,1,40978-22580-39449,102
85,5843,1371,101153,93716,94115,0,1,0,0,0,1,60018-44913,20
86,5360,2488,100654,94994,95592,0,1,0,0,0,1,53353-55601-53272,1219
87,828,1864,99231,95251,95850,0,1,0,0,0,1,4584-1241-14157,2
88,1177,3197,100176,96075,96670,0,1,0,0,0,1,7480-38681-27848,1001
89,1465,4908,99449,97636,98436,0,1,0,0,0,1,9411-3504-32109-49378,1043
90,4803,2434,99848,98881,99476,0,1,0,0,0,1,48082-44773-19986,1099
91,3762,5510,101019,99445,100238,0,1,0,0,0,1,33146-55757-51631-54354,2012
92,1964,1772,98583,99978,100773,0,1,0,0,0,1,15060-13319-1424-12920,1002
93,3351,2552,99203,100070,100870,0,1,0,0,0,1,28961-32108-27078-21255,42
94,3623,1876,100588,101667,102263,0,1,0,0,0,1,33920-52752-14282,101
95,295,2291,101198,101804,102399,0,1,0,0,0,1,2757-5045-18736,0
96,2833,156,100964,102013,102611,0,1,0,0,0,1,27200-33379-32906,1
97,1580,2610,100849,103144,103144,0,0,0,0,0,1,-1,
98,4962,4928,100549,103164,103564,0,1,0,0,0,1,49501-49431,0
99,3638,4225,97823,103727,104124,0,1,0,0,0,1,31950-39389,1009
100,2519,605,99920,107020,107617,0,1,0,0,0,1,20869-52667-33978,1
101,2404,5360,98958,107607,108201,0,1,0,0,0,1,23952-55595-53352,1218
102,4791,1404,101056,108362,109159,0,1,0,0,0,1,47941-19630-5991-8870,1001
103,1376,5201,100835,112204,113003,0,1,0,0,0,1,10431-52733-48359-51228,1001
104,559,2682,99414,112735,113534,0,1,0,0,0,1,2738-4570-22519-22554,2
105,719,5,102338,114242,114839,0,1,0,0,0,1,3780-6392-8472,0
106,4099,2393,101367,114747,115346,0,1,0,0,0,1,37879-41182-20050,1793
107,4795,2855,102689,114785,115183,0,1,0,0,0,1,48540-24653,1010
108,823,4319,98005,115464,116062,0,1,0,0,0,1,4541-3935-40748,1
109,5024,1122,101202,115485,116284,0,1,0,0,0,1,49625-51632-51555-7045,440
110,1770,4455,99166,115803,116602,0,1,0,0,0,1,12902-52683-48359-42853,1001
111,3120,5480,98138,116924,117716,0,1,0,0,0,1,27177-15635-58441-54076,1093
112,5344,5107,99858,117109,117905,0,1,0,0,0,1,53073-23721-55773-50406,1010
113,1896,2157,100505,118262,118660,0,1,0,0,0,1,24856-17187,1
114,5533,4914,99705,118367,118966,0,1,0,0,0,1,54427-46623-49390,1000
115,207,2472,100450,119873,120471,0,1,0,0,0,1,2052-1305-20419,2
116,249,3703,98642,119964,120561,0,1,0,0,0,1,812-35243-32588,1001
117,4702,1899,101751,121149,121747,0,1,0,0,0,1,49656-3893-14417,1
118,1208,1506,100074,121429,122023,0,1,0,0,0,1,7520-28735-20662,1001
119,1687,4086,99924,124002,124602,0,1,0,0,0,1,12302-12178-37612,1631
120,1564,4673,99022,126360,126957,0,1,0,0,0,1,11374-10086-50267,1169
121,1364,1656,100492,126554,127156,0,1,0,0,0,1,11980-5700-12098,1
122,1179,1766,101012,129484,130079,0,1,0,0,0,1,13980-6373-12876,220
123,2679,3039,99698,132290,133086,0,1,0,0,0,1,22549-22518-4305-26260,101
124,162,1183,100669,132716,133311,0,1,0,0,0,1,12670-4239-7337,30
125,2409,1662,99268,132970,133367,0,1,0,0,0,1,19917-12129,1000
126,2008,4285,100190,132973,133570,0,1,0,0,0,1,15555-40390-40386,2000
127,5484,246,97813,133245,134039,0,1,0,0,0,1,54087-48200-48654-2531,1001
128,552,4085,102177,133488,133889,0,1,0,0,0,1,2707-53436,1000
129,4616,5955,98560,134715,135315,0,1,0,0,0,1,45658-52095-60111,1001
130,4085,4025,98231,135294,135694,0,1,0,0,0,1,53437-36956,1000
131,5489,3973,100109,135884,136687,0,1,0,0,0,1,54105-44168-18687-36118,1024
132,828,3270,99895,136124,136720,0,1,0,0,0,1,4576-17219-28447,2
133,5182,140,101366,136816,137413,0,1,0,0,0,1,54604-37787-392,2000
134,3856,2307,100408,137227,137821,0,1,0,0,0,1,34457-49154-32607,0
135,1511,2468,100080,137323,137919,0,1,0,0,0,1,10874-3071-25595,200
136,5650,2794,100385,137526,138122,0,1,0,0,0,1,56028-31281-23900,2010
137,2323,927,100490,138177,138977,0,1,0,0,0,1,19050-57981-4239-5235,1041
138,5573,3232,100580,138964,139560,0,1,0,0,0,1,54849-42614-33065,2000
139,4109,1936,98776,139585,140382,0,1,0,0,0,1,37917-44168-17784-14769,1089
140,4223,1076,101460,140846,141442,0,1,0,0,0,1,39380-60807-6819,2010
141,4871,5922,99273,140909,141506,0,1,0,0,0,1,49020-15339-59586,1100
142,4553,836,99590,142604,143204,0,1,0,0,0,1,44625-24323-4630,2000
143,240,3327,100671,142824,143622,0,1,0,0,0,1,773-48808-50831-28830,1000
144,5622,1528,101137,143495,144095,0,1,0,0,0,1,55514-37994-10998,4071
145,3948,4000,100499,143873,144665,0,1,0,0,0,1,35821-42106-44354-36412,2000
146,782,4849,100822,144881,145476,0,1,0,0,0,1,4278-31808-51815,1001
147,4117,5519,99185,146773,147571,0,1,0,0,0,1,41135-23721-55773-54396,1010
148,1295,4834,102664,147590,148187,0,1,0,0,0,1,8082-47775-49034,12
149,638,2845,99226,148819,149415,0,1,0,0,0,1,3937-1408-24341,2
150,1438,1079,100499,149885,150284,0,1,0,0,0,1,9416-33992,0
151,4952,5083,100344,150127,150927,0,1,0,0,0,1,49481-49357-23574-51478,0
152,4088,2028,99148,151320,151918,0,1,0,0,0,1,37699-1226-15783,2
153,749,2292,100729,151897,152493,0,1,0,0,0,1,4121-9616-18750,2
154,3171,5164,99683,153614,154210,0,1,0,0,0,1,27615-32069-50964,2010
155,5931,1372,99220,154723,155514,0,1,0,0,0,1,59703-55602-56247-8710,1219
156,2897,217,100398,155317,155915,0,1,0,0,0,1,24873-52662-42643,1
157,3176,3999,101078,155872,156470,0,1,0,0,0,1,27668-32595-43490,1101
158,3976,240,100925,158060,158656,0,1,0,0,0,1,54997-39277-772,1001
159,3415,850,99218,159276,159873,0,1,0,0,0,1,29428-9770-4743,2
160,1957,1356,99279,160723,161321,0,1,0,0,0,1,15007-9652-19507,2
161,1234,2102,100128,163449,164244,0,1,0,0,0,1,7655-4569-56161-16440,2
162,5756,2034,100378,164609,165004,0,1,0,0,0,1,57289-15914,100
163,623,253,101314,165585,166180,0,1,0,0,0,1,3119-3232-826,1
164,2622,3650,98851,165986,166783,0,1,0,0,0,1,22095-726-5815-32086,1001
165,1999,2748,100237,169160,169757,0,1,0,0,0,1,24128-22519-23384,2
166,2803,388,99028,170005,170402,0,1,0,0,0,1,28393-42379,1000
167,2766,4438,99466,173041,173640,0,1,0,0,0,1,24597-9002-42532,1001
168,3748,3483,99031,173042,173640,0,1,0,0,0,1,33012-42185-30350,1099
169,346,3620,99672,174282,174881,0,1,0,0,0,1,52725-25965-31740,1000
170,3518,2430,101986,174718,175316,0,1,0,0,0,1,30591-37280-37225,1020
171,5072,5606,100036,175066,175858,0,1,0,0,0,1,50084-55158-55157-55328,1100
172,3884,4234,100000,175102,175102,0,0,0,0,0,1,-1,
173,2013,2541,102518,177367,177968,0,1,0,0,0,1,15604-52683-46976,1
174,4394,5627,99787,178081,178679,0,1,0,0,0,1,44098-48359-55634,1000
175,4361,3004,100086,178299,178697,0,1,0,0,0,1,41514-48388,100
176,2298,3280,99081,178346,178938,0,1,0,0,0,1,18782-48549-28526,2002
177,1125,4511,98471,178404,178999,0,1,0,0,0,1,15802-52095-43926,1001
178,5693,4073,100794,179555,179954,0,1,0,0,0,1,57346-37476,1000
179,2065,4952,99903,179682,180478,0,1,0,0,0,1,16117-27079-58441-49480,92
180,5910,2413,98355,181107,182099,0,1,0,0,0,1,59391-60096-59012-58909-19792,2001
181,489,4111,100611,181934,182526,0,1,0,0,0,1,39138-13513-37926,5051
182,5704,456,100622,182139,182936,0,1,0,0,0,1,56697-51630-55257-2238,2000
183,2102,3058,100092,183267,184065,0,1,0,0,0,1,16441-13240-49983-26502,493
184,1697,5172,100790,183637,184431,0,1,0,0,0,1,12422-45961-60191-51008,2000
185,5446,1599,100079,185219,185818,0,1,0,0,0,1,53812-15227-11710,1011
186,1304,853,99459,185474,186073,0,1,0,0,0,1,8120-3858-4764,1
187,1649,5937,99818,186019,186614,0,1,0,0,0,1,12055-6031-59814,1
188,4974,5894,101566,187074,187868,0,1,0,0,0,1,49525-49357-23574-59900,0
189,1570,4382,98828,188144,188542,0,1,0,0,0,1,11434-41671,98
190,2359,2023,99596,189804,190599,0,1,0,0,0,1,19386-28220-26889-15730,1002
191,5112,5024,98643,189893,190687,0,1,0,0,0,1,50439-54476-58441-49624,190
192,2159,2612,98857,193276,193870,0,1,0,0,0,1,17206-3934-22273,1
193,3865,3383,100890,194112,194911,0,1,0,0,0,1,42477-52728-23575-29057,1000
194,457,2935,98658,194905,195306,0,1,0,0,0,1,21224-28815,1
195,3530,5438,97845,195464,196062,0,1,0,0,0,1,30739-55172-57271,1098
196,5412,2161,100389,195568,196359,0,1,0,0,0,1,53547-55593-55596-17237,1219
197,530,5844,100773,196032,196825,0,1,0,0,0,1,2610-45178-52095-58280,1001
198,312,3145,101191,196503,197100,0,1,0,0,0,1,1028-7308-28471,31
199,2004,4589,101149,196802,197399,0,1,0,0,0,1,15514-57981-46272,1
200,3277,4265,99741,197322,197916,0,1,0,0,0,1,28506-23118-39899,2000
201,2835,658,99093,198345,198941,0,1,0,0,0,1,24240-727-5106,1000
202,4476,5279,100320,198644,199238,0,1,0,0,0,1,43318-48358-52134,1000
203,1497,4117,99300,199064,199462,0,1,0,0,0,1,40953-41134,0
204,36,5453,99213,199598,200391,0,1,0,0,0,1,6466-58648-52993-53865,2218
205,5923,2005,99408,201868,202468,0,1,0,0,0,1,59595-3856-15526,1
206,3558,1267,100745,204629,205431,0,1,0,0,0,1,30974-58411-58311-7842,1001
207,2692,576,100245,205481,205877,0,1,0,0,0,1,23437-2843,0
208,371,374,100362,205735,206131,0,1,0,0,0,1,7366-10920,0
209,3271,4801,100454,206160,206762,0,1,0,0,0,1,28448-39517-48409,1000
210,173,5065,99597,207087,207483,0,1,0,0,0,1,539-52766,1000
211,5074,469,101002,207123,207722,0,1,0,0,0,1,50089-19631-2308,1000
212,860,4168,102412,207225,207817,0,1,0,0,0,1,4825-13531-38690,1001
213,1753,3422,99695,208711,209112,0,1,0,0,0,1,24023-29473,99
214,3522,249,100215,210914,211509,0,1,0,0,0,1,30619-14498-813,2
215,2803,2278,98865,211940,212539,0,1,0,0,0,1,58357-10540-18629,219
216,3058,5416,100970,212051,212850,0,1,0,0,0,1,26503-56384-55591-53554,1710
217,2470,275,100259,212430,212825,0,1,0,0,0,1,20408-6353,1
218,4939,5231,100501,212710,213505,0,1,0,0,0,1,49455-49357-23574-51510,0
219,2869,4826,99718,214497,215094,0,1,0,0,0,1,52113-42615-48344,2000
220,2806,205,100259,214636,215233,0,1,0,0,0,1,24827-3409-640,1042
221,5301,3180,101686,219100,219900,0,1,0,0,0,1,52497-54626-54496-27703,1002
222,3751,2722,98876,219503,220298,0,1,0,0,0,1,33739-728-6501-23149,1001
223,4254,686,101878,219793,220393,0,1,0,0,0,1,52094-11517-3562,1
224,1813,1459,100547,220624,221222,0,1,0,0,0,1,21227-11517-9373,1
225,5713,3666,99411,220798,221400,0,1,0,0,0,1,56745-43343-44011,2000
226,5918,4267,99797,221318,222112,0,1,0,0,0,1,59558-22581-42184-39903,1002
227,578,3997,99246,221344,221941,0,1,0,0,0,1,2846-11516-36395,1
228,3742,5015,100648,222130,223132,0,1,0,0,0,1,32974-59250-27137-58441-49606,1096
229,4632,1186,100765,222973,223570,0,1,0,0,0,1,47257-3050-8187,100
230,4890,2628,101016,225856,226454,0,1,0,0,0,1,49303-13438-22128,1001
231,4591,5134,98425,226526,227315,0,1,0,0,0,1,45245-31916-46587-50624,3019
232,2912,5312,101783,229373,229974,0,1,0,0,0,1,25074-14333-52543,1011
233,5273,2235,100463,231686,232282,0,1,0,0,0,1,52026-5948-18154,1
234,3363,375,99958,232201,232995,0,1,0,0,0,1,29017-23574-52744-1592,100
235,1575,1330,101545,233124,233925,0,1,0,0,0,1,11454-33379-32882-28462,1001
236,1047,215,99081,235708,236301,0,1,0,0,0,1,6314-1411-13860,2
237,3420,2858,99261,236339,236938,0,1,0,0,0,1,38796-1687-24481,2
238,395,1925,99203,236549,237345,0,1,0,0,0,1,1845-3234-1234-14703,502
239,4061,890,98622,237167,237762,0,1,0,0,0,1,37346-4340-20737,1
240,5282,1955,99838,238165,238961,0,1,0,0,0,1,52257-44168-18742-15931,1033
241,1809,5737,99278,238743,239539,0,1,0,0,0,1,13540-52725-35934-56939,1001
242,3617,1009,100444,240466,240466,0,0,0,0,0,1,-1,
243,4591,3962,98864,240771,241370,0,1,0,0,0,1,45458-49705-38102,2
244,4300,5211,100102,240787,241382,0,1,0,0,0,1,43077-48359-51270,1000
245,3460,1686,102084,240843,241440,0,1,0,0,0,1,29930-8136-12299,1001
246,2766,1601,99858,241022,241617,0,1,0,0,0,1,46287-37406-11696,1002
247,5333,5647,99524,242112,242112,0,0,0,0,0,1,-1,
248,4446,969,101316,242205,242801,0,1,0,0,0,1,47205-3746-5491,1000
249,2138,5941,100149,244066,244664,0,1,0,0,0,1,16962-3723-59871,1010
250,4050,1815,100906,244906,245500,0,1,0,0,0,1,41832-52682-13644,101
251,1583,3168,99238,247231,248027,0,1,0,0,0,1,11509-43231-47270-27566,1100
252,1443,2451,98709,247301,247899,0,1,0,0,0,1,9244-5701-20157,1
253,4210,4554,99446,247822,248420,0,1,0,0,0,1,39168-26869-44628,1002
254,5944,2652,99980,250611,251403,0,1,0,0,0,1,60011-23632-12025-22336,461
255,3910,4439,99776,251139,251537,0,1,0,0,0,1,35470-46932,0
256,2296,384,99939,252282,252882,0,1,0,0,0,1,18771-3884-24167,1
257,2873,5925,100488,254118,254914,0,1,0,0,0,1,24687-11496-1606-59613,1001
258,2493,4841,99740,255344,255941,0,1,0,0,0,1,21607-23575-48444,1000
259,4398,2876,99570,257436,258037,0,1,0,0,0,1,46934-52684-24699,100
260,491,1916,98816,262691,263288,0,1,0,0,0,1,2433-3856-14619,1
261,3491,3564,98851,263244,263644,0,1,0,0,0,1,33961-32513,98
262,5262,2362,100656,267357,267952,0,1,0,0,0,1,54484-10543-20671,1
263,2410,4418,98252,268411,268810,0,1,0,0,0,1,47083-46964,0
264,1639,3839,99795,269550,270347,0,1,0,0,0,1,11991-34154-33209-34331,2001
265,3871,1349,100087,269579,270176,0,1,0,0,0,1,35706-52737-8565,101
266,4623,923,99450,269925,270524,0,1,0,0,0,1,46585-15436-5220,0
267,3904,2140,101120,270031,270633,0,1,0,0,0,1,35146-10260-16995,2
268,5708,2102,100103,270348,271139,0,1,0,0,0,1,56706-55156-58495-16440,1003
269,1055,5015,100207,271413,272011,0,1,0,0,0,1,17013-52994-49606,218
270,1764,1928,100475,271959,272558,0,1,0,0,0,1,12855-6493-14716,1
271,5158,448,100516,272651,273051,0,1,0,0,0,1,50881-17682,1000
272,3515,1023,100218,272949,273545,0,1,0,0,0,1,30561-23574-47262,100
273,2477,1752,101505,274957,275557,0,1,0,0,0,1,20451-9912-12743,2
274,2548,2977,99192,275263,276059,0,1,0,0,0,1,21146-58979-53011-25818,219
275,341,1663,100885,277014,277608,0,1,0,0,0,1,19196-5949-12140,1
276,1018,59,99155,277910,278502,0,1,0,0,0,1,6125-5691-3542,1
277,4034,5858,99045,278540,279335,0,1,0,0,0,1,37072-52701-52671-58363,1001
278,4363,1883,99297,281042,281636,0,1,0,0,0,1,41548-45787-14318,2000
279,5866,3051,100072,281135,282134,0,1,0,0,0,1,58571-58212-41300-9922-26425,2002
280,4278,4770,101038,281469,282065,0,1,0,0,0,1,40785-19631-47790,1000
281,3935,58,100140,281694,282290,0,1,0,0,0,1,35583-45386-15903,1003
282,5051,936,101600,283211,283806,0,1,0,0,0,1,49851-21240-6731,1001
283,1610,2477,99926,284453,285249,0,1,0,0,0,1,11809-4568-6543-20450,1
284,5396,5503,99713,285727,286526,0,1,0,0,0,1,53492-55587-2218-54517,1219
285,4803,1710,99149,287341,287739,0,1,0,0,0,1,59083-59328,1000
286,1712,968,99584,287345,287945,0,1,0,0,0,1,18423-1528-56969,1
287,4860,508,99968,287818,288419,0,1,0,0,0,1,49331-1288-2509,2
288,1507,2547,100166,289945,290540,0,1,0,0,0,1,10846-28735-21138,1001
289,3859,4303,98603,290237,291029,0,1,0,0,0,1,34483-21686-7730-40539,2000
290,5557,775,100074,291100,291896,0,1,0,0,0,1,54795-48200-48654-4245,1001
291,691,1615,99620,291283,291877,0,1,0,0,0,1,3581-11516-11835,1
292,3755,437,99283,291829,292429,0,1,0,0,0,1,36200-18738-2120,1
293,2967,3945,99898,291997,292394,0,1,0,0,0,1,26519-35810,1000
294,2112,5907,98718,293665,294458,0,1,0,0,0,1,16552-49827-49732-59322,1041
295,3762,2965,99989,294660,295462,0,1,0,0,0,1,33146-59065-23410-25729,1002
296,3030,493,99711,295131,295726,0,1,0,0,0,1,26210-9577-2449,2
297,5491,4671,100688,296274,297068,0,1,0,0,0,1,54114-44958-13263-46318,2714
298,5124,3521,99276,297259,298050,0,1,0,0,0,1,50550-55317-42184-30616,1020
299,4412,388,98416,297537,298134,0,1,0,0,0,1,42222-1035-48183,1178
300,2761,1798,100821,297782,298378,0,1,0,0,0,1,45229-438-13268,199
301,5126,2822,100102,297959,298557,0,1,0,0,0,1,51773-52688-41898,1
302,2823,4999,99778,298695,299489,0,1,0,0,0,1,24115-21677-58441-49575,92
303,2496,1545,100342,300527,301321,0,1,0,0,0,1,48925-13299-12448-11245,1
304,773,4377,100535,300719,301519,0,1,0,0,0,1,4237-728-6499-42462,1001
305,1040,2293,99342,300974,301774,0,1,0,0,0,1,6281-12490-973-18755,1099
306,2341,1036,98922,303065,303665,0,1,0,0,0,1,19239-6876-23658,1
307,379,5758,101210,303350,303746,0,1,0,0,0,1,1633-57416,1000
308,690,5670,101407,303464,304060,0,1,0,0,0,1,3579-27132-56283,2000
309,2116,5260,99289,304093,304690,0,1,0,0,0,1,16610-52749-51864,1
310,5391,1112,99822,305108,305908,0,1,0,0,0,1,53483-55602-53220-6987,1218
311,2412,5240,98740,307726,308325,0,1,0,0,0,1,19791-27132-51629,2000
312,173,5234,100850,307918,308516,0,1,0,0,0,1,2491-52662-51527,1
313,4016,3543,100209,308550,308947,0,1,0,0,0,1,36876-33986,0
314,5236,4145,98810,309211,309812,0,1,0,0,0,1,51577-53756-55187,1000
315,2702,286,100640,309555,309951,0,1,0,0,0,1,22789-947,1000
316,4992,5831,99821,311308,312103,0,1,0,0,0,1,49561-51632-51631-58180,1012
317,5216,3000,98273,314184,314779,0,1,0,0,0,1,51339-59244-59995,2000
318,4445,602,100886,314390,314987,0,1,0,0,0,1,42650-52730-3010,101
319,1731,5310,98114,315128,315725,0,1,0,0,0,1,13219-53003-52528,1218
320,3705,6005,101176,316149,316747,0,1,0,0,0,1,46053-46622-60906,2000
321,567,2694,100709,316264,316862,0,1,0,0,0,1,2780-10523-22650,1
322,972,3740,100066,316923,317724,0,1,0,0,0,1,5530-4569-348-32970,1170
323,4437,3003,100276,317306,317905,0,1,0,0,0,1,43848-11813-25988,1000
324,1158,2257,100451,319010,319804,0,1,0,0,0,1,7233-13454-17982-18405,1001
325,3444,5444,100305,320027,320822,0,1,0,0,0,1,29741-1951-56252-53800,2219
326,1901,2313,100075,320854,321449,0,1,0,0,0,1,27373-10426-18961,1
327,2967,5745,101558,322832,323430,0,1,0,0,0,1,25761-42661-57129,2000
328,248,4203,100620,323566,324159,0,1,0,0,0,1,22871-22895-39085,1002
329,1070,2792,101465,325207,325805,0,1,0,0,0,1,6584-1321-24008,2
330,769,3353,100319,325401,326196,0,1,0,0,0,1,4218-50705-50831-28964,1
331,1943,2611,101419,325677,326274,0,1,0,0,0,1,14858-19667-21988,1001
332,4888,5288,99492,326540,327336,0,1,0,0,0,1,53612-53519-40369-52280,2110
333,2845,4329,99446,328683,329079,0,1,0,0,0,1,24462-41025,0
334,1573,833,99979,329112,329707,0,1,0,0,0,1,11437-726-4621,2009
335,4539,4032,99581,329342,330343,0,1,1,0,0,2,51198-37281-37028,1020
336,5387,5345,98485,329663,330260,0,1,0,0,0,1,60571-52205-53690,99
337,3145,5066,99851,329866,330464,0,1,0,0,0,1,28470-52705-50019,1
338,4019,2476,100001,331781,332377,0,1,0,0,0,1,37087-19439-20449,637
339,1598,5606,98182,332457,333246,0,1,0,0,0,1,11689-1993-53008-55328,1219
340,1179,3179,101763,333000,333397,0,1,0,0,0,1,7325-27704,1000
