id,edge1_id,edge2_id,node1_id,node2_id,capacity
372,744,745,116,234,9999999000
373,746,747,226,87,9999999000
374,748,749,235,4,10000001000
375,750,751,87,236,10000001000
376,752,753,54,237,9999999000
377,754,755,223,177,10000001000
378,756,757,223,177,10000001000
379,758,759,54,238,10000001000
380,760,761,54,239,10000000000
381,762,763,95,6,9999999000
382,764,765,27,152,9999999000
383,766,767,54,152,9999999000
384,768,769,16,58,9999999000
385,770,771,54,39,9999999000
386,772,773,46,240,9999999000
387,774,775,94,58,10000000000
388,776,777,94,62,10000000000
389,778,779,54,241,9999999000
390,780,781,227,108,9999999000
391,782,783,95,16,10000000000
392,784,785,94,54,9999999000
393,786,787,242,243,9999999000
394,788,789,54,244,10000000000
395,790,791,106,245,10000000000
396,792,793,16,63,9999997000
397,794,795,54,16,10000002000
398,796,797,19,227,10000000000
399,798,799,58,107,9999999000
400,800,801,115,194,10000001000
401,802,803,54,246,10000001000
402,804,805,58,247,10000001000
403,806,807,160,248,10000000000
404,808,809,169,54,9999997000
405,810,811,58,110,10000001000
406,812,813,249,130,10000000000
407,814,815,250,251,10000000000
408,816,817,251,1,10000000000
409,818,819,252,251,10000001000
410,820,821,191,46,10000001000
411,822,823,249,58,9999999000
412,824,825,24,253,9999999000
413,826,827,43,253,9999998000
414,828,829,100,130,10000000000
415,830,831,254,2,9999999000
416,832,833,54,255,9999998000
417,834,835,46,256,9999998000
418,836,837,257,130,9999998000
419,838,839,258,150,10000000000
420,840,841,259,40,10000000000
421,842,843,46,260,9999998000
422,844,845,212,261,10000000000
423,846,847,262,54,10000000000
424,848,849,263,139,10000000000
425,850,851,252,77,10000001000
426,852,853,262,130,10000000000
427,854,855,54,264,10000000000
428,856,857,54,265,10000000000
429,858,859,62,192,9999998000
430,860,861,87,266,9999999000
431,862,863,150,77,9999998000
432,864,865,54,192,10000000000
433,866,867,87,267,10000000000
434,868,869,268,130,10000000000
435,870,871,54,252,9999997000
436,872,873,54,269,10000000000
437,874,875,115,270,9999999000
438,876,877,271,87,10000000000
439,878,879,224,1,10000001000
440,880,881,46,272,9999999000
441,882,883,95,227,9999998000
442,884,885,46,33,10000000000
443,886,887,227,6,9999999000
444,888,889,46,8,10000000000
445,890,891,54,273,10000000000
446,892,893,258,109,10000000000
447,894,895,58,6,10000000000
448,896,897,46,274,10000000000
449,898,899,54,207,10000000000
450,900,901,275,220,10000000000
451,902,903,258,276,10000000000
452,904,905,277,24,9999998000
453,906,907,251,278,10000001000
454,908,909,79,58,10000000000
455,910,911,279,130,10000000000
456,912,913,222,276,9999998000
457,914,915,157,63,10000000000
458,916,917,24,280,10000000000
459,918,919,281,77,10000002000
460,920,921,150,192,9999999000
461,922,923,94,276,10000000000
462,924,925,204,10,9999999000
463,926,927,46,276,9999999000
464,928,929,46,282,10000002000
465,930,931,250,282,9999999000
466,932,933,282,40,10000000000
467,934,935,87,275,10000000000
468,936,937,10,283,9999999000
469,938,939,276,70,10000000000
470,940,941,54,284,9999999000
471,942,943,276,252,9999996000
472,944,945,58,285,10000000000
473,946,947,286,58,9999999000
474,948,949,276,287,9999998000
475,950,951,54,288,9999999000
476,952,953,54,289,10000000000
477,954,955,258,263,9999999000
478,956,957,250,290,9999999000
479,958,959,46,290,9999998000
480,960,961,33,291,10000000000
481,962,963,54,292,10000000000
482,964,965,46,293,10000000000
483,966,967,227,40,10000000000
484,968,969,263,294,10000000000
485,970,971,26,295,9999998000
486,972,973,150,227,9999998000
487,974,975,296,177,10000001000
488,976,977,95,177,9999999000
489,978,979,297,298,9999998000
490,980,981,298,5,9999999000
491,982,983,299,298,9999999000
492,984,985,298,8,9999998000
493,986,987,95,298,9999998000
494,988,989,192,300,9999999000
495,990,991,54,301,10000000000
496,992,993,263,119,9999999000
497,994,995,283,130,9999999000
498,996,997,87,288,9999999000
499,998,999,54,302,9999999000
500,1000,1001,16,303,10000000000
501,1002,1003,296,303,10000000000
502,1004,1005,87,288,10000001000
503,1006,1007,54,212,10000000000
504,1008,1009,54,304,10000003000
505,1010,1011,305,306,10000000000
506,1012,1013,46,307,9999999000
507,1014,1015,104,282,9999999000
508,1016,1017,308,282,9999998000
509,1018,1019,87,304,9999998000
510,1020,1021,309,282,9999999000
511,1022,1023,54,296,9999998000
512,1024,1025,310,282,10000000000
513,1026,1027,311,282,10000000000
514,1028,1029,312,282,10000000000
515,1030,1031,282,1,10000000000
516,1032,1033,313,282,10000001000
517,1034,1035,282,77,10000000000
518,1036,1037,314,282,10000000000
519,1038,1039,118,282,10000002000
520,1040,1041,315,282,9999998000
521,1042,1043,282,316,9999999000
522,1044,1045,50,282,9999999000
523,1046,1047,220,282,10000000000
524,1048,1049,95,282,9999999000
525,1050,1051,317,282,10000000000
526,1052,1053,276,192,10000001000
527,1054,1055,228,233,10000001000
528,1056,1057,163,282,10000000000
529,1058,1059,54,304,9999998000
530,1060,1061,318,54,10000001000
531,1062,1063,77,319,9999998000
532,1064,1065,87,320,10000000000
533,1066,1067,321,109,9999999000
534,1068,1069,263,107,9999999000
535,1070,1071,304,60,9999997000
536,1072,1073,322,139,9999999000
537,1074,1075,46,322,9999999000
538,1076,1077,87,295,10000001000
539,1078,1079,95,276,9999999000
540,1080,1081,70,323,9999999000
541,1082,1083,324,323,9999999000
542,1084,1085,263,323,9999999000
543,1086,1087,323,282,9999999000
544,1088,1089,50,219,10000000000
545,1090,1091,150,323,9999999000
546,1092,1093,33,323,9999999000
547,1094,1095,58,323,9999998000
548,1096,1097,24,323,9999999000
549,1098,1099,276,40,9999998000
550,1100,1101,276,219,10000000000
551,1102,1103,220,63,9999999000
552,1104,1105,54,325,10000000000
553,1106,1107,250,276,9999999000
554,1108,1109,189,326,10000000000
555,1110,1111,179,326,10000001000
556,1112,1113,63,326,9999999000
557,1114,1115,326,287,9999999000
558,1116,1117,276,109,9999998000
559,1118,1119,33,326,10000000000
560,1120,1121,150,326,10000000000
561,1122,1123,327,60,9999998000
562,1124,1125,276,107,9999996000
563,1126,1127,328,109,10000000000
564,1128,1129,16,326,10000000000
565,1130,1131,46,329,10000000000
566,1132,1133,24,326,10000000000
567,1134,1135,303,326,10000001000
568,1136,1137,330,326,10000000000
569,1138,1139,265,326,10000000000
570,1140,1141,54,323,10000000000
571,1142,1143,220,63,9999999000
572,1144,1145,331,326,9999998000
573,1146,1147,326,332,9999998000
574,1148,1149,33,273,10000000000
575,1150,1151,115,273,10000001000
576,1152,1153,54,333,10000000000
577,1154,1155,323,326,10000000000
578,1156,1157,323,332,9999998000
579,1158,1159,334,323,10000001000
580,1160,1161,323,194,10000000000
581,1162,1163,26,323,10000000000
582,1164,1165,323,319,9999999000
583,1166,1167,87,323,10000000000
584,1168,1169,46,323,9999998000
585,1170,1171,115,323,10000001000
586,1172,1173,95,332,9999998000
587,1174,1175,95,334,9999999000
588,1176,1177,335,86,9999998000
589,1178,1179,76,334,10000000000
590,1180,1181,334,309,10000000000
591,1182,1183,263,332,9999999000
592,1184,1185,76,332,10000001000
593,1186,1187,60,332,9999999000
594,1188,1189,189,332,9999999000
595,1190,1191,336,332,10000000000
596,1192,1193,24,337,10000001000
597,1194,1195,338,332,9999999000
598,1196,1197,160,332,9999999000
599,1198,1199,334,339,9999999000
600,1200,1201,334,211,9999998000
601,1202,1203,334,267,9999999000
602,1204,1205,130,332,9999999000
603,1206,1207,332,340,9999999000
604,1208,1209,341,342,9999999000
605,1210,1211,115,332,10000001000
606,1212,1213,343,281,9999998000
607,1214,1215,342,332,9999998000
608,1216,1217,342,326,9999997000
609,1218,1219,342,260,10000000000
610,1220,1221,343,332,9999999000
611,1222,1223,344,332,10000000000
612,1224,1225,220,345,10000001000
613,1226,1227,346,332,10000000000
614,1228,1229,346,326,9999998000
615,1230,1231,334,347,10000001000
616,1232,1233,334,340,9999998000
617,1234,1235,332,348,9999998000
618,1236,1237,98,349,9999998000
619,1238,1239,326,350,10000000000
620,1240,1241,350,340,10000000000
621,1242,1243,351,350,9999998000
622,1244,1245,352,334,9999999000
623,1246,1247,31,340,10000000000
624,1248,1249,95,340,9999999000
625,1250,1251,353,334,9999999000
626,1252,1253,353,332,9999999000
627,1254,1255,353,340,9999999000
628,1256,1257,354,334,10000002000
629,1258,1259,354,332,10000000000
630,1260,1261,352,343,10000000000
631,1262,1263,355,340,9999999000
632,1264,1265,342,355,10000000000
633,1266,1267,340,347,9999999000
634,1268,1269,191,334,10000000000
635,1270,1271,332,345,9999999000
636,1272,1273,356,347,10000000000
637,1274,1275,342,348,9999998000
638,1276,1277,343,350,10000000000
639,1278,1279,357,350,9999999000
640,1280,1281,352,340,10000000000
641,1282,1283,358,347,10000000000
642,1284,1285,359,347,9999999000
643,1286,1287,358,343,10000000000
644,1288,1289,358,342,10000000000
645,1290,1291,31,359,10000000000
646,1292,1293,343,340,9999999000
647,1294,1295,343,342,9999999000
648,1296,1297,281,340,9999999000
649,1298,1299,343,355,9999998000
650,1300,1301,345,340,9999999000
651,1302,1303,343,347,10000000000
652,1304,1305,346,340,10000000000
653,1306,1307,354,347,9999999000
654,1308,1309,354,326,10000000000
655,1310,1311,354,340,9999999000
656,1312,1313,342,354,9999999000
657,1314,1315,343,346,10000000000
658,1316,1317,265,346,9999999000
659,1318,1319,346,347,10000001000
660,1320,1321,353,326,9999999000
661,1322,1323,353,342,9999999000
662,1324,1325,353,345,10000000000
663,1326,1327,353,347,10000000000
664,1328,1329,342,345,10000000000
665,1330,1331,344,345,10000000000
666,1332,1333,344,340,10000000000
667,1334,1335,342,344,10000001000
668,1336,1337,344,347,10000000000
669,1338,1339,334,344,9999999000
670,1340,1341,358,345,10000001000
671,1342,1343,360,342,10000000000
672,1344,1345,346,355,10000001000
673,1346,1347,353,361,10000000000
674,1348,1349,353,346,9999998000
675,1350,1351,346,345,10000000000
676,1352,1353,343,344,10000000000
677,1354,1355,349,332,9999999000
678,1356,1357,350,332,9999998000
679,1358,1359,332,355,9999998000
680,1360,1361,352,332,9999999000
681,1362,1363,356,334,10000000000
682,1364,1365,359,334,10000003000
683,1366,1367,356,346,10000000000
684,1368,1369,356,350,10000000000
685,1370,1371,356,359,9999999000
686,1372,1373,356,338,9999998000
687,1374,1375,352,348,10000000000
688,1376,1377,350,348,9999999000
689,1378,1379,349,342,10000000000
690,1380,1381,349,358,9999999000
691,1382,1383,343,348,10000000000
692,1384,1385,344,355,9999997000
693,1386,1387,355,348,9999999000
694,1388,1389,356,355,10000000000
695,1390,1391,350,355,10000000000
696,1392,1393,353,355,10000001000
697,1394,1395,354,355,10000000000
698,1396,1397,349,343,10000002000
699,1398,1399,343,362,10000000000
700,1400,1401,352,346,10000001000
701,1402,1403,352,354,10000001000
702,1404,1405,356,354,10000000000
703,1406,1407,354,348,9999999000
704,1408,1409,353,354,9999998000
705,1410,1411,356,345,9999999000
706,1412,1413,98,344,9999999000
707,1414,1415,350,344,10000000000
708,1416,1417,354,344,10000000000
709,1418,1419,358,342,9999999000
710,1420,1421,342,363,9999999000
711,1422,1423,353,343,9999999000
712,1424,1425,353,358,10000000000
713,1426,1427,352,344,9999999000
714,1428,1429,355,348,10000000000
715,1430,1431,349,352,9999998000
716,1432,1433,358,344,10000000000
717,1434,1435,358,287,9999999000
718,1436,1437,358,346,9999999000
719,1438,1439,364,358,10000000000
720,1440,1441,343,347,9999999000
721,1442,1443,353,349,10000000000
722,1444,1445,349,348,9999998000
723,1446,1447,349,359,10000000000
724,1448,1449,352,365,9999999000
725,1450,1451,353,347,10000000000
726,1452,1453,356,347,10000000000
727,1454,1455,359,347,9999999000
728,1456,1457,358,347,9999999000
729,1458,1459,355,347,10000000000
730,1460,1461,353,275,10000002000
731,1462,1463,236,347,10000000000
732,1464,1465,349,366,10000000000
733,1466,1467,334,350,9999999000
734,1468,1469,342,334,9999999000
735,1470,1471,356,332,9999999000
736,1472,1473,359,332,10000000000
737,1474,1475,326,355,9999999000
738,1476,1477,63,355,9999997000
739,1478,1479,359,355,9999999000
740,1480,1481,367,368,9999998000
741,1482,1483,62,355,9999997000
742,1484,1485,334,189,9999999000
743,1486,1487,19,332,10000000000
744,1488,1489,362,355,9999999000
745,1490,1491,369,355,9999999000
746,1492,1493,370,332,10000001000
747,1494,1495,371,334,9999999000
748,1496,1497,267,332,10000001000
749,1498,1499,54,372,10000000000
750,1500,1501,209,334,9999999000
751,1502,1503,171,359,9999999000
752,1504,1505,344,348,10000000000
753,1506,1507,342,350,9999998000
754,1508,1509,352,356,9999999000
755,1510,1511,358,354,9999998000
756,1512,1513,150,354,9999997000
757,1514,1515,352,326,10000002000
758,1516,1517,63,348,10000000000
759,1518,1519,356,77,10000000000
760,1520,1521,373,350,10000001000
761,1522,1523,349,63,9999999000
762,1524,1525,352,355,9999999000
763,1526,1527,356,340,9999999000
764,1528,1529,342,227,9999998000
765,1530,1531,359,189,9999999000
766,1532,1533,94,355,10000000000
767,1534,1535,342,359,10000000000
768,1536,1537,58,347,10000000000
769,1538,1539,358,63,10000000000
770,1540,1541,346,354,10000000000
771,1542,1543,343,354,9999998000
772,1544,1545,360,346,10000000000
773,1546,1547,358,373,10000000000
774,1548,1549,356,63,10000000000
775,1550,1551,356,344,10000000000
776,1552,1553,356,342,10000000000
777,1554,1555,354,350,10000000000
778,1556,1557,346,359,10000000000
779,1558,1559,141,343,9999998000
780,1560,1561,354,63,9999999000
781,1562,1563,349,346,10000000000
782,1564,1565,238,342,10000000000
783,1566,1567,342,4,10000000000
784,1568,1569,346,348,10000000000
785,1570,1571,348,269,10000000000
786,1572,1573,358,350,9999999000
787,1574,1575,359,77,10000000000
788,1576,1577,49,359,9999999000
789,1578,1579,349,228,9999999000
790,1580,1581,352,250,9999999000
791,1582,1583,358,62,9999999000
792,1584,1585,356,40,10000000000
793,1586,1587,281,350,9999998000
794,1588,1589,350,374,10000001000
795,1590,1591,346,359,10000002000
796,1592,1593,343,375,10000000000
797,1594,1595,356,344,9999999000
798,1596,1597,192,344,9999998000
799,1598,1599,156,359,10000000000
800,1600,1601,275,350,10000000000
801,1602,1603,98,350,9999999000
802,1604,1605,350,376,10000001000
803,1606,1607,22,348,10000001000
804,1608,1609,30,348,10000000000
805,1610,1611,342,63,10000001000
806,1612,1613,275,344,9999999000
807,1614,1615,62,350,10000000000
808,1616,1617,342,189,9999999000
809,1618,1619,377,348,9999999000
810,1620,1621,233,348,9999999000
811,1622,1623,106,342,9999997000
812,1624,1625,62,354,9999998000
813,1626,1627,358,332,10000000000
814,1628,1629,378,332,10000001000
815,1630,1631,334,63,9999999000
816,1632,1633,54,379,9999998000
817,1634,1635,354,379,10000001000
818,1636,1637,281,332,10000000000
819,1638,1639,5,332,10000000000
820,1640,1641,288,326,10000000000
821,1642,1643,380,130,10000001000
822,1644,1645,304,344,9999998000
823,1646,1647,381,304,10000000000
824,1648,1649,334,382,10000000000
825,1650,1651,54,383,10000001000
826,1652,1653,384,77,9999999000
827,1654,1655,343,382,9999998000
828,1656,1657,54,382,9999999000
829,1658,1659,354,382,10000000000
830,1660,1661,327,345,9999999000
831,1662,1663,77,345,9999999000
832,1664,1665,354,345,10000000000
833,1666,1667,358,340,10000001000
834,1668,1669,46,340,9999999000
835,1670,1671,359,58,9999998000
836,1672,1673,46,342,9999999000
837,1674,1675,349,58,9999998000
838,1676,1677,58,344,9999999000
839,1678,1679,352,58,9999999000
840,1680,1681,58,340,10000001000
841,1682,1683,58,355,9999999000
842,1684,1685,358,385,9999999000
843,1686,1687,343,326,9999998000
844,1688,1689,385,343,10000000000
845,1690,1691,343,58,10000000000
846,1692,1693,358,58,9999999000
847,1694,1695,385,326,10000000000
848,1696,1697,192,332,9999999000
849,1698,1699,95,326,9999998000
850,1700,1701,342,77,9999999000
851,1702,1703,76,342,9999998000
852,1704,1705,346,77,9999999000
853,1706,1707,76,347,9999999000
854,1708,1709,334,192,9999999000
855,1710,1711,349,76,9999999000
856,1712,1713,358,77,9999998000
857,1714,1715,95,354,10000000000
858,1716,1717,334,386,9999999000
859,1718,1719,358,95,10000001000
860,1720,1721,356,76,9999999000
861,1722,1723,192,326,10000000000
862,1724,1725,76,326,9999998000
863,1726,1727,263,347,9999999000
864,1728,1729,263,340,9999999000
865,1730,1731,358,76,10000001000
866,1732,1733,141,340,9999999000
867,1734,1735,263,350,10000001000
868,1736,1737,141,359,10000001000
869,1738,1739,358,263,9999999000
870,1740,1741,356,192,10000000000
871,1742,1743,352,76,10000001000
872,1744,1745,192,347,10000002000
873,1746,1747,343,192,9999999000
874,1748,1749,76,343,9999998000
875,1750,1751,358,192,9999999000
876,1752,1753,76,346,10000000000
877,1754,1755,76,342,9999999000
878,1756,1757,76,359,10000000000
