id,sender_id,receiver_id,amount,start_time
114,7345,3443,99069,117851
115,2598,4652,97600,118205
116,5925,4650,99795,118576
117,5998,1682,98749,119562
118,5301,7285,100865,120017
119,210,3546,98719,120024
120,3079,187,99286,123116
121,494,5343,100527,126322
122,1209,4637,102393,126517
123,5376,2321,99424,127937
124,2832,5954,101336,129359
125,2961,885,99737,129963
126,3597,3280,101175,131405
127,3312,6445,97931,132786
128,3216,4287,99274,133190
129,7098,6881,101467,135178
130,3080,3159,99641,135188
131,2930,3772,99676,135288
132,4924,6076,101391,137018
133,5672,2556,101268,139084
134,6124,3847,100201,139212
135,5642,1346,99952,139843
136,5269,2974,98796,140437
137,5732,2732,99324,141451
138,5938,4417,100511,142310
139,7045,5320,100701,142549
140,4583,3199,98346,143924
141,2990,1316,100210,144354
142,3067,5135,100343,144584
143,6157,3309,101335,145767
144,2477,7414,99834,146367
145,743,569,100676,148118
146,2486,6142,99238,149986
147,43,21,101502,151876
148,3840,4866,100870,155671
149,7160,3381,100421,156119
150,3481,1882,99337,156390
151,2985,17,101614,162616
152,5922,1587,100040,163165
153,3069,6544,99642,163303
154,3471,5823,100700,165760
155,877,3351,100766,166160
156,5984,6852,101890,166675
157,4147,2071,100599,166767
158,3522,6933,99421,166922
159,3013,3702,99948,169229
160,328,3895,100762,169545
161,453,590,100423,170910
162,3273,1641,100068,171368
163,2216,827,99246,171694
164,778,3961,100219,171739
165,2396,4093,101179,172050
166,1310,3605,100042,172664
167,5305,7124,98917,175196
168,4348,4207,101182,175544
169,4070,3787,98620,177289
170,798,7417,100380,178402
171,4382,6669,97811,179258
172,263,4906,99811,179770
173,724,3848,100576,182841
174,1860,2397,99121,182908
175,3643,3893,100173,184549
176,1264,5470,99630,185502
177,1677,7462,99432,186300
178,6457,2626,102846,187392
179,2936,5503,98597,189328
180,5698,2598,100836,189341
181,5776,5311,99461,190773
182,6328,297,100294,191617
183,6472,4352,99605,192347
184,124,2282,100409,193662
185,3228,699,99489,196601
186,3326,128,99857,196801
187,2159,3658,98990,198200
188,4418,1022,101123,201609
189,6437,3531,98816,202380
190,3881,6042,100485,203543
191,6544,7282,97985,204455
192,1159,23,100038,204588
193,1914,6801,98290,205439
194,4406,2392,99815,206432
195,746,233,99936,211667
196,6770,5616,99937,212081
197,6012,274,100146,213512
198,6474,522,99352,215403
199,1135,1529,98831,215605
200,4625,4067,100341,215801
201,2121,5945,101062,217508
202,5268,4709,99972,218653
203,6039,1790,100420,220966
204,4766,299,100076,222199
205,6182,734,100182,224453
206,74,2262,101395,227737
207,1535,796,99029,227848
208,6843,1027,97773,228518
209,3893,3471,100030,230553
210,2992,6952,101795,231373
211,2352,805,102464,231435
212,4402,3947,101149,232712
213,1318,6717,100082,233641
214,5838,2715,100357,234236
215,417,4433,98941,235405
216,4423,5378,98790,239817
217,106,296,99298,241162
218,4812,6611,100211,242444
219,7190,1151,100566,244374
220,1039,6197,99493,246171
221,5114,3303,99785,246398
222,3110,1921,100102,246617
223,5013,1198,100689,246962
224,669,441,100819,250026
225,2305,4294,99732,254373
226,854,6449,101534,255572
227,6284,866,100153,256068
228,3595,2046,99814,256328
229,95,2669,100378,257695
230,1790,6931,98007,258628
231,105,2133,101800,258752
232,4278,6117,98107,259407
233,3745,3722,102163,260730
234,3675,695,99308,261240
235,7325,5160,97477,261752
236,5349,4717,98993,262674
237,5876,4655,101797,263369
238,5966,3745,99950,263785
239,5395,4225,97671,263930
240,7503,6666,100567,266830
241,4160,1773,100079,266903
242,4683,1381,102195,267102
243,2718,5995,100348,269484
244,1115,4963,100853,270010
245,2297,3558,101248,270409
246,1487,1005,100496,271106
247,937,5800,99578,273513
248,6571,4120,101374,274671
249,4684,3714,98701,275651
250,3156,2142,99661,277106
251,4362,4524,98222,279327
252,5455,3578,99461,280664
253,2435,6733,99966,281379
254,2921,4596,99399,282900
255,984,7300,99932,283613
256,2260,3918,100854,285335
257,2304,601,100016,285380
258,3147,1474,99170,286444
259,2728,2201,101659,288092
260,1393,7162,100339,288434
261,1277,5674,100801,288704
262,5392,7285,99574,290259
263,4809,7139,100142,290981
264,5442,6546,99320,291774
265,1399,2984,100655,294500
266,685,6451,101564,295146
267,672,1276,101184,295373
268,4460,4834,100290,296226
269,1473,6458,99492,296686
270,6141,407,98879,297775
271,1999,6809,101978,297942
272,6035,2154,98588,297944
273,3828,7075,100667,299355
274,1890,4626,100750,299515
275,7334,6513,99169,299822
276,122,1693,101805,300057
277,348,502,99475,308019
278,1099,1069,100034,310365
279,1157,6357,100355,311134
280,5107,4744,100456,311843
281,3247,2572,99642,314911
282,524,2025,100714,315129
283,5562,915,100810,319666
284,254,5836,99939,320013
285,3374,470,99469,320709
286,5340,10,99927,320900
287,2823,4671,101843,321647
288,6547,542,99250,323102
289,3151,4395,100137,325650
290,3495,2486,99448,328982
291,3898,1097,101011,329487
292,6151,465,101200,329609
293,549,6819,97806,330557
294,2940,1890,97729,332232
295,5675,992,100173,332630
296,6353,386,100870,334516
297,6431,7463,101031,334677
298,3794,1803,100274,335454
299,2897,1517,99534,335839
300,5687,6270,100478,337648
301,1617,1473,98494,339158
302,4963,6451,100194,341535
303,701,6143,99612,343047
304,62,2333,99943,343197
305,6063,6361,99222,343308
306,2441,3637,98843,343650
307,6489,5878,100437,344208
308,5534,1275,99428,346449
309,3224,1840,99012,348216
310,1791,4570,103113,348403
311,6017,1338,100374,348470
312,2236,7165,99882,348491
313,2593,576,99973,348506
314,6665,6408,100208,348687
315,4310,2159,101057,352360
316,2057,447,101332,353295
317,1427,1284,101664,354601
318,5070,3577,98038,356190
319,2422,1247,99341,356451
320,2598,4188,100664,356894
321,4966,1767,98979,357060
322,5568,5236,100109,357333
323,4935,877,100546,357474
324,7443,2155,102168,357581
325,6006,3536,99575,358743
326,3814,2166,100613,359384
327,6015,1324,99029,359851
328,4257,133,100462,360648
329,4347,789,100100,361086
330,4022,6830,98683,361690
331,4887,1495,100159,362514
332,1974,231,100260,363584
333,6292,5163,100359,363841
334,6349,396,100052,364267
335,6927,2433,99766,366055
336,6494,1518,100614,367769
337,1994,1052,99903,368045
338,685,4512,98181,369681
339,1842,3241,99093,369915
340,191,2340,101085,370761
341,4278,3352,99289,373284
342,4338,6965,101029,373381
343,5020,5118,98872,373594
344,6691,1202,99849,375160
345,3876,7033,100175,375538
346,2149,5666,99591,377411
347,533,1322,100063,378795
348,1048,2456,100440,380045
349,107,7444,100966,380595
350,4935,3098,100995,381989
351,4184,3511,99969,382811
352,1324,4496,102057,383104
353,3519,1933,99745,384119
354,5267,5297,99577,385117
355,986,6220,99008,385275
356,4998,4768,100118,385379
357,4074,6053,101774,386497
358,2093,2499,99233,387218
359,3479,3701,101020,390218
360,3992,4085,99077,390890
361,891,5839,100620,391636
362,3577,1265,98362,392410
363,2380,1576,102413,393030
364,5404,7237,99975,393209
365,523,2892,99881,394170
366,4671,3775,100394,394195
367,3604,2574,99984,396184
368,989,3517,101365,396770
369,6931,5346,98924,397269
370,106,2282,99179,397318
371,4365,4285,100488,397516
372,7325,4074,100440,398032
373,5881,4030,99970,399247
374,6817,3820,100179,401150
375,4982,5167,99609,401804
376,791,107,99586,402381
377,2804,7231,99367,403058
378,3333,4391,102227,403532
379,5788,1897,100864,405931
380,3605,4071,99124,406174
381,2405,5942,99826,409974
382,6627,5180,99261,410078
383,662,5667,99126,410852
384,6288,3216,99699,413370
385,7305,1157,98403,413513
386,699,6675,101946,413610
387,4262,2942,99733,413695
388,6863,5113,101544,415120
389,1407,1213,100108,415454
390,61,6631,101606,415499
391,2680,3633,100041,417153
392,2935,5870,99913,418102
393,2984,4987,98702,418132
394,5512,6447,99608,419487
395,253,6756,100314,419586
396,3234,7490,100519,419870
397,6845,5440,100038,421305
398,1348,34,99076,421425
399,1797,3048,99714,422808
400,6751,2614,100070,424075
401,4783,6338,98961,424558
402,262,4792,98845,424784
403,169,4671,100401,426177
404,6655,6180,99197,426322
405,2073,205,99838,426374
406,7353,3232,101388,427198
407,6049,3863,98413,427234
408,6720,5651,98908,429888
409,193,6183,100291,431537
410,1030,1803,99938,431610
411,1079,7072,99620,431653
412,5312,1200,99802,431906
413,1093,5428,99912,433192
414,6005,3395,100624,433405
415,3122,1986,102004,433484
416,5942,4168,100408,434429
417,1433,3510,98422,434799
418,1028,7264,98484,435277
419,2889,3540,102184,435964
420,1767,531,98125,436098
421,6922,3521,99080,436621
422,3372,3624,99974,436707
423,2943,7035,99534,436748
424,6638,5295,99602,436900
425,1606,6835,100854,438076
426,1013,1963,102189,438512
427,5068,5479,100010,438856
428,7417,2518,100969,440659
429,3348,5302,100397,441029
430,1639,841,100998,443504
431,2069,2789,100039,443783
432,5349,872,99626,443958
433,3583,1077,99359,444758
434,6076,7183,100157,445247
435,2495,6710,100372,446373
436,7368,6175,100364,446733
437,5571,6112,100585,446935
438,275,6866,99674,449000
439,1074,798,101464,449426
440,6375,392,100129,450408
441,2897,5555,101820,451626
442,7108,952,100287,452047
443,6195,6340,99105,452605
444,5343,4496,99189,453481
445,1956,181,99883,454070
446,6990,2567,99075,454400
447,7152,5205,101336,454471
448,7262,631,97282,455933
449,7253,1229,101864,456246
450,232,7431,100324,456589
451,5871,512,99546,457780
452,686,7190,100208,458160
453,2147,7141,100310,458194
454,337,667,100440,458236
455,7247,932,100970,458440
456,5078,3552,98598,458821
457,732,1954,98069,459276
458,6370,5615,99831,461690
459,4570,5598,100252,462629
460,7096,4507,98507,464221
461,2590,281,98523,464823
462,158,4422,99110,467876
463,3624,3198,99109,468211
464,4233,278,99995,468755
465,4116,5575,100284,468964
466,6348,7429,100237,470220
467,4472,4985,100419,470815
468,7319,2601,99825,472302
469,5138,3704,99040,472410
470,5397,1619,100037,473375
471,4288,1273,99335,475574
472,6119,2593,100510,476844
473,3870,2407,100128,477112
474,880,4683,100168,477224
475,7104,3408,101235,478834
476,2577,2040,99414,479599
477,3922,5244,102695,479832
478,363,6621,100465,481020
479,2774,4029,99871,481158
480,1703,5079,101191,482184
481,5751,4360,101036,483495
482,5649,6926,99871,483993
483,3726,3810,100357,485244
484,3124,1477,99182,485910
485,367,3227,100820,486156
486,1909,4131,99851,486385
487,6987,4854,102239,486657
488,6091,3328,100611,486936
489,38,2844,99438,487056
490,210,1553,99715,487163
491,6619,1366,100128,487988
492,2269,3466,101490,488968
493,901,1642,99403,489143
494,7204,5185,100019,491439
495,7185,4725,99468,491742
496,5862,7173,100056,493638
497,1634,225,99782,493662
498,3193,778,100022,495762
499,3274,6567,100475,496628
500,1837,4082,100147,496856
501,1005,729,100167,497042
502,1924,2816,100385,497703
503,3637,7033,99272,499262
504,4329,5203,100411,500215
505,2305,644,99689,500396
506,1827,6207,99642,501393
507,656,1395,100025,504356
508,5257,4635,100354,504381
509,362,3976,99340,504420
510,2793,258,100152,505077
511,2301,262,101847,505449
512,3166,3239,100471,505670
513,2148,4348,98289,505764
514,1647,4800,99837,506122
515,509,3721,99981,507209
516,4957,5725,99155,510341
517,2318,225,101209,510375
518,47,4531,98513,510498
519,6074,1216,99797,511222
520,6600,3330,98545,511754
521,647,211,99822,513352
522,2430,7334,98851,513733
523,6149,573,100986,515660
524,5566,2651,101512,515817
525,7392,1587,98796,515996
526,406,6834,101099,516657
527,6384,4845,101180,517887
528,2104,2309,100155,518660
529,556,2934,101077,519147
530,1079,6474,99957,520426
531,2304,1173,97783,521170
532,4813,6962,99920,524252
533,5983,5306,100262,524770
534,4771,984,99462,524951
535,2019,5904,100866,526408
536,1514,4371,100456,526696
537,5127,3014,99780,528404
538,3701,6189,97759,528711
539,879,5207,98430,529012
540,6547,2936,99158,529111
541,2322,5207,100728,530283
542,2045,3830,100319,530707
543,3665,2498,101609,532011
544,5434,5065,100755,533028
545,4053,1250,100258,533334
546,2527,4377,99665,533986
547,4762,624,99874,534983
548,4816,6495,100743,535004
549,1320,6485,101280,535879
550,4208,4721,99278,536589
551,4761,4452,98122,538131
552,4083,4872,101631,539053
553,1390,965,100072,539855
554,2716,6581,101421,540116
555,2366,3931,101082,540129
556,6742,64,100621,541529
557,2105,2555,98080,541923
558,4728,3786,99457,542257
559,7434,614,100051,544945
560,6805,5909,101717,545071
561,763,159,100101,545940
562,5624,222,99968,545941
563,3272,1376,100932,546560
564,7465,4848,99418,547728
565,7064,6374,100744,547972
566,860,103,100468,548206
567,6904,7420,98663,549818
568,302,4783,100325,551530
569,5456,1028,99970,551575
570,387,2597,99129,551990
571,7171,2233,99138,552643
572,2618,7168,99461,553199
573,7388,5028,100262,553867
574,6995,793,100688,554916
575,4983,637,101571,555283
576,3564,4486,100360,556373
577,3942,3347,100342,556692
578,2634,166,99784,557586
579,5411,1978,99691,557721
580,6718,1772,99705,557979
581,3423,4575,100141,558324
582,2664,4405,100074,558465
583,3663,7233,100198,558893
584,3815,541,100903,560857
585,7473,4640,99382,561214
586,7193,3682,100174,561812
587,1365,3527,100520,562288
588,254,452,99893,562331
589,5371,5838,98888,562938
590,1717,3314,102695,564368
591,1058,4486,100783,565430
592,2625,6672,100716,566180
593,4278,3639,100493,567242
594,5271,2919,100844,568433
595,2898,4661,97709,570080
596,389,7035,101024,571592
597,538,4256,100105,573559
598,1383,4796,100336,574268
599,954,1559,100839,574582
600,3157,5128,99394,575591
601,5917,4422,99561,575967
602,257,6552,98879,578674
603,211,5846,99592,579089
604,4231,7402,99292,579832
605,6622,6315,100088,580030
606,6297,4117,100660,581835
607,596,472,99634,582075
608,2777,5496,100737,583814
609,2264,1722,100694,584048
610,3422,1118,98596,584122
611,1054,3264,100798,584296
612,3182,2607,99457,587653
613,4636,2659,100426,587791
614,6309,6774,100114,589509
615,492,3175,99717,592020
616,404,7132,101204,592308
617,5526,5587,98616,595024
618,5183,6858,100231,595789
619,3493,895,99046,596499
620,2820,1625,97568,598021
621,6270,1396,100490,598447
622,5128,2407,101632,598518
623,2645,3444,99330,601915
624,1156,1011,99573,602756
625,1891,4839,99993,604632
626,1744,3008,101408,604651
627,6550,0,100407,605599
628,6181,6268,99648,606079
629,4427,2233,98868,606514
630,4739,3900,99920,607436
631,194,3451,99811,607555
632,4848,4603,100259,608609
633,2264,118,100998,608893
634,5698,2103,97717,609090
635,6067,3076,99102,610371
636,1733,4346,100917,611222
637,5536,4542,99843,611605
638,5946,5150,100950,612012
639,2772,4832,98847,613326
640,364,119,99873,616744
641,5354,3295,100485,616808
642,1376,5807,99193,619491
643,328,3557,99892,619563
644,5321,4609,100551,619600
645,3148,4082,101362,620243
646,576,4696,100999,620694
647,2091,1205,99598,622803
648,1435,3869,99995,623846
649,3659,6000,99973,624131
650,6621,5331,100628,625139
651,1364,3924,99539,625464
652,4991,7428,100107,628212
653,1686,2194,100011,629584
654,3749,6043,99794,633130
655,3880,1980,101314,635622
656,5613,352,98517,635629
657,4274,6358,100135,636484
658,5635,7141,99118,638747
659,1428,1450,99135,639882
660,5982,4693,99894,640414
661,5573,3782,101664,641639
662,4664,6608,100944,645146
663,4249,709,100585,645494
664,4806,6769,99134,646086
665,2997,736,100546,647745
666,3964,508,101342,648264
667,2469,6627,102219,648399
668,5012,2965,99392,648660
669,7399,6074,100352,649286
670,2582,6285,100979,649792
671,4636,2158,100368,649906
672,4583,5688,100669,650394
673,3517,2417,100238,651872
674,6888,6502,100509,652495
675,5318,3048,98454,654838
676,2421,1678,99805,657506
677,4429,5076,97727,658329
678,5010,4463,100389,658532
679,6848,3445,100581,659030
680,2958,4950,99428,659687
681,5937,4725,99612,660272
682,2332,2233,98435,660445
683,3893,5537,100092,660685
684,1994,5039,99022,661365
685,6779,3056,99980,662668
686,3472,7333,99826,663861
687,5637,7112,98982,664126
688,6299,2951,99643,665593
689,7360,3224,100207,666133
690,6578,1637,100524,666933
691,5274,6060,100692,667114
692,3431,789,100080,667231
693,1846,5143,100418,667572
694,1542,471,101205,671316
695,2882,3582,100052,672373
696,3030,681,99012,672774
697,6217,581,100207,674021
698,5010,4422,99227,675423
699,7404,7226,101653,677128
700,1554,65,100009,677454
701,4130,4973,98711,677457
702,1993,7025,101598,679897
703,2946,4837,100308,680005
704,4054,1525,99166,684704
705,1457,4640,100520,685797
706,3790,6399,100851,688007
707,6080,6680,101361,688024
708,4108,1459,99543,688614
709,5763,2725,100502,689551
710,4180,3375,101204,690158
711,6388,4671,98903,691841
712,4311,5132,100468,692944
713,6215,3097,99769,694751
714,586,3546,99641,695553
715,6877,5930,99666,697334
716,5860,275,101772,697886
717,7302,4937,99045,698365
718,3773,3476,100114,698621
719,178,5785,101412,698765
720,6244,3815,101266,699854
721,5866,6108,99687,699950
722,2494,941,99481,702222
723,4526,2610,101757,703836
724,5778,7065,98440,707183
725,535,4594,99317,707187
726,6520,835,99416,708900
727,1562,7040,98855,711630
728,2256,6954,100666,712093
729,1475,845,100650,714899
730,6962,2507,98532,716114
731,4107,6498,101327,721003
732,156,567,102535,722123
733,6541,4848,99309,722127
734,1318,3019,101041,722199
735,341,5880,98230,722247
736,3495,7059,100027,722307
737,5422,4308,99658,723119
738,404,3104,100764,724424
739,2677,5856,99804,728233
740,828,364,98060,729026
741,2701,2722,98749,729029
742,612,5563,98318,730959
743,2929,1024,100707,732204
744,2351,3527,99679,732818
745,4717,1122,100223,732945
746,939,6741,99075,734080
747,2762,6219,100708,735643
748,6926,4118,98315,735716
749,4037,1361,100316,736605
750,435,7002,101054,737894
751,7216,3836,99925,738638
752,478,883,99241,739976
753,4884,5103,101240,741653
754,1573,1557,97804,743511
755,3897,3185,100512,744542
756,6199,3698,100414,746517
757,2101,6442,100281,747270
758,3886,5166,100625,747288
759,4186,2958,99429,747413
760,5029,5231,99460,747933
761,1529,2034,99653,748268
762,7421,7399,99184,748651
763,4024,325,98872,749329
764,2921,497,101898,749344
765,3625,3612,99387,749356
766,6164,3751,98946,753441
767,4295,4412,99549,755623
768,858,7460,98560,759356
769,2906,1212,99244,762303
770,4930,3722,99547,763181
771,1759,2099,98344,763209
772,5848,6974,101524,764834
773,1516,7035,100326,765161
774,1945,699,99401,766287
775,6034,6990,99899,766322
776,3329,7468,101601,767830
777,5411,7143,100160,773909
778,4495,5105,102671,775357
779,2581,3375,100145,775875
780,2141,5080,100347,776302
781,3024,1669,101557,776645
782,4338,3455,99570,778409
783,4459,7144,101325,780258
784,6052,7273,99817,780795
785,2799,6030,98069,780808
786,3247,208,101306,781872
787,6503,4712,98611,782379
788,746,5918,98907,782402
789,5940,5511,101067,782535
790,1734,766,99858,782538
791,6901,258,98213,782653
792,513,1124,101621,783967
793,5431,7306,99215,784385
794,6897,5113,99296,784564
795,5924,5978,101135,785393
796,7295,856,100142,786815
797,806,2384,100261,786840
798,850,2220,99809,787297
799,798,396,98468,787351
800,5016,5063,100338,788163
801,3316,5954,98054,789470
802,1428,5500,97816,790121
803,453,6844,100618,792283
804,7112,5,101021,793185
805,342,7248,99478,793329
806,136,53,100035,793784
807,116,1255,100777,793788
808,4609,6490,99176,794302
809,4815,4199,102194,794821
810,491,263,99072,795436
811,3229,415,99505,797800
812,6973,2906,99286,798350
813,1528,2752,100344,799523
814,577,7489,98992,801955
815,6890,2644,100072,802546
816,3624,2168,100686,802837
817,5048,5373,100180,803251
818,5459,5026,102409,803666
819,681,4916,100829,804753
820,2744,3221,98695,808321
821,5765,3222,100665,808942
822,689,2618,99876,810263
823,3966,5187,99740,811765
824,4004,2158,100006,811935
825,5751,7234,100298,812086
826,1918,7437,99787,813927
827,1908,6966,99654,815978
828,336,1249,99738,816424
829,2797,1914,101144,816438
830,117,4414,99244,817255
831,5038,989,100963,818458
832,3436,2395,99456,818934
833,6951,1026,99406,819091
834,3819,4057,98090,821781
835,1742,3788,100664,822592
836,3863,2127,100616,822735
837,1045,303,100823,822996
838,169,6069,97749,823990
839,6624,6679,101007,824012
840,2742,7196,100638,824291
841,1360,4907,101205,827829
842,1098,6431,98951,832331
843,5612,6558,99785,833196
844,1226,1225,101623,834447
845,5012,6187,100494,836214
846,7025,3900,99217,837278
847,3255,4566,99852,837304
848,2663,3191,99621,838468
849,3001,7449,99974,839308
850,6606,3827,99618,841045
851,4058,5818,102008,841078
852,2443,2886,102381,843223
853,4883,2298,99926,844670
854,6184,3688,99756,846866
855,6379,6035,100070,849047
856,2087,2038,100789,849072
857,3269,5512,99382,850535
858,845,1420,99986,851077
859,1326,2736,100693,851452
860,4434,4361,101311,853070
861,6944,287,97520,853640
862,5365,931,100516,854413
863,1005,4492,100280,854582
864,2655,4034,99640,855083
865,193,6212,99108,855309
866,3082,4229,98319,856556
867,458,6908,100171,856828
868,1249,3192,100667,857002
869,3526,6941,100298,857004
870,3125,3827,98803,858738
871,1155,1724,101244,861364
872,1453,4976,99350,862153
873,3145,4679,100318,863077
874,2598,2466,99360,863328
875,131,9,98781,863945
876,5983,1391,100816,864187
877,5941,5280,101160,865282
878,3816,3627,99526,865398
879,6216,4730,100353,866452
880,93,4305,99343,866737
881,1555,2236,100241,867027
882,5356,7252,100599,867244
883,597,6615,100271,873580
884,7500,6083,99063,875287
885,2487,3155,99187,876608
886,943,327,100815,877752
887,2550,6697,98198,878338
888,324,7028,98899,879124
889,2174,7027,100939,880027
890,7378,2153,101250,882259
891,7015,6040,99952,882425
892,7106,7442,100947,883626
893,1255,4918,99822,883984
894,183,6236,99257,884670
895,4401,7009,100121,885301
896,2265,5887,101220,885317
897,6339,6583,102194,885692
898,4094,4627,97881,886904
899,3598,430,101137,887311
900,3996,3684,100703,888084
901,4142,652,100346,892413
902,458,7143,101785,892766
903,1369,5121,100982,893632
904,5472,3958,98362,893995
905,2594,949,100147,895139
906,766,39,100284,896109
907,1895,6762,98467,898326
908,5320,1243,99095,898794
909,7325,6756,99270,901023
910,2715,7011,99119,902708
911,3042,3727,101553,903789
912,440,6043,99221,903950
913,1160,3711,100092,905355
914,4326,2662,99063,907967
915,2122,3830,99152,908217
916,5624,5074,99096,908264
917,4322,4321,101641,908356
918,4564,2187,98382,910788
919,7397,5616,101271,910933
920,2293,4732,98941,913124
921,4394,5593,100522,913423
922,2199,4588,100903,914477
923,399,3884,99098,916971
924,4229,1355,100525,917120
925,894,1230,101269,917378
926,185,7303,101216,919127
927,3497,3024,99329,922913
928,6178,744,99205,924148
929,6911,6751,99494,925338
930,132,2820,101313,925810
931,2913,1856,101910,925909
932,6254,1970,100373,926086
933,2594,1714,100032,926405
934,273,1981,100420,926453
935,2038,836,99864,928393
936,1144,1467,100860,928623
937,910,4662,101238,930748
938,6572,2083,101203,931293
939,4058,1346,98674,932744
940,1210,4021,101879,933287
941,4376,7029,99780,933333
942,1059,1332,98462,933503
943,1079,4836,100290,935079
944,5282,6733,99863,936305
945,2369,2656,101751,937871
946,7348,5415,99498,939234
947,2628,7241,100969,939923
948,6103,3329,100026,939944
949,7012,263,101320,940302
950,3505,2928,99332,941381
951,6182,4355,99704,941498
952,6113,2700,99462,941547
953,754,3828,100888,941774
954,1017,3193,99081,943003
955,4808,5616,101399,943703
956,1758,2975,100150,944087
957,2362,4537,99540,944332
958,3777,7092,100729,945518
959,836,3171,99289,946239
960,537,4356,100887,947655
961,1469,4058,98581,947757
962,6220,3358,98912,948189
963,7066,643,101260,948234
964,4575,149,99994,948743
965,5008,5573,101060,951789
966,6266,944,98321,952488
967,4404,2053,100631,952543
968,792,5589,99759,953465
969,2551,5173,99722,954551
970,6216,902,100659,955811
971,3456,2104,99930,955995
972,1583,6015,100214,956155
973,5668,514,100377,956262
974,7413,4001,99266,956878
975,4215,6176,99145,956916
976,4748,1212,99989,957209
977,4172,5845,99705,957429
978,2178,3097,100441,958146
979,3144,7190,101089,958541
980,1389,1310,99908,959469
981,4781,2534,98640,961230
982,4960,3271,100826,961697
983,6802,6413,100143,961774
984,3691,1652,100125,962156
985,2091,1742,98936,963680
986,4638,2110,100286,963960
987,2864,930,100056,964806
988,5233,6894,98700,965212
989,2709,5077,99903,966844
990,5004,5063,100983,968498
991,2069,6047,100329,968800
992,4212,5232,100734,969843
993,3464,1065,100457,970176
994,4166,910,97803,970822
995,7426,5195,99607,971230
996,1902,3538,98717,971573
997,6366,650,98256,972456
998,631,7411,97823,976416
999,7209,1148,100794,979345
1000,4747,5986,100138,979811
1001,1959,7437,100059,980147
1002,689,12,101012,981238
1003,5825,4255,100419,981594
1004,3899,2233,102401,982483
1005,4810,6690,99368,982594
1006,203,4183,101047,983330
1007,6848,6169,100729,983331
1008,6667,3368,100778,984708
1009,5391,3466,100400,985243
1010,1577,460,102487,986388
1011,7123,4606,99735,989295
1012,187,1027,99642,989590
1013,23,836,98624,990292
1014,5746,4497,101618,992716
1015,7351,6092,100223,992753
1016,512,6756,100304,992911
